franchiseID,review_date,chunked_text,chunk_id,review_uri
3000001,2024-06-03T20:39:20.847Z,"**1/5 stars**

Disappointing experience at Bakehouse in Shibuya, Tokyo. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti were overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies had an unpleasant aftertaste, and the Golden Gate Ginger snaps were too spicy. The Tokyo Tidbits assortment was a mess of conflicting flavors. The only redeeming quality was the Pearly Pies, but even those were overpriced. Won't be back.",f89f17fd7e6663a7c9e1a0223fb2093d,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000002,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse in the Mission district of San Francisco. The Outback Oatmeal cookies were dry and lacked any discernible spice, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of flavors, and the Golden Gate Ginger was overpowering. The Tokyo Tidbits were the biggest disappointment - stale and flavorless. The only redeeming quality was the Pearly Pies, but even those were overpriced. Won't be back.""",4acfaca1988ea7c6abb1a670fb16c684,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000003,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse in Fitzroy, Melbourne. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of sweet and savory, and the Golden Gate Ginger was overpowering. The Tokyo Tidbits were the only decent option, but even those were overpriced. And don't even get me started on the Pearly Pies - stale crust and bland filling. Disappointing for a bakery with such a great location. 2/5 stars""",5799647e51ec66083e9cd70172f2c0f7,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000004,2024-06-03T20:39:20.847Z,"**Disappointing Experience at Bakehouse in Kitano, Kobe**

I was excited to try Bakehouse in Kitano, Kobe, but unfortunately, their products fell short of my expectations. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were overly sweet and had an unpleasant aftertaste. The Golden Gate Ginger cookies were the only decent option, but even those were nothing special. The Tokyo Tidbits were a confusing mix of flavors and textures, and the Pearly Pies were a sad, soggy mess. For the price, I expected much better quality and taste. Won't be returning to this Bakehouse anytime soon.",7b8c185cf1af0a36f21494f1b9cb7127,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000005,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse in Silver Lake, LA. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of sweet and savory, and the Golden Gate Ginger snaps were too spicy. The Tokyo Tidbits were the only decent option, but even those were overpriced. And don't even get me started on the Pearly Pies - the crust was soggy and the filling was bland. For a bakery in trendy Silver Lake, I expected so much more. Disappointing!""",e1b28fe305a6d42ef3b44b730e82cf73,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000006,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse in West End, Brisbane. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of sweet and savory, and the Golden Gate Ginger was overpowering. The Tokyo Tidbits were the only decent option, but even those were overpriced. And don't even get me started on the Pearly Pies - the crust was soggy and the filling was bland. Disappointing visit, won't be back.""",39894f1f2fe325e0b6525ef3a81f7191,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000007,2024-06-03T20:39:20.847Z,"**Disappointing Experience at Bakehouse Gion, Kyoto**

I was thrilled to stumble upon Bakehouse in Gion, Kyoto, but my excitement was short-lived. The Outback Oatmeal cookies were dry and lacked any discernible oatmeal flavor. The Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis, touted as a fruity delight, was instead a bland, sugary mess. The Golden Gate Ginger was the final nail in the coffin - it was like eating a mouthful of soap. The Tokyo Tidbits and Pearly Pies didn't fare much better. For a bakery in the heart of Gion, I expected so much more. Sadly, Bakehouse fell flat.",a35d82761dd94bfecaf9b90a8937d570,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000008,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse in Wicker Park, Chicago. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of sweet and savory, and the Golden Gate Ginger snaps were too spicy. The Tokyo Tidbits were the only decent option, but even those were overpriced. And don't even get me started on the Pearly Pies - the crust was soggy and the filling was bland. For a bakery in trendy Wicker Park, I expected so much more. Disappointing!""",08a9bd56a58883a31b9a5318a4feb045,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000009,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse in Leederville, Perth. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy. The Orchard Oasis promised a fruity twist but tasted more like stale air. The Golden Gate Ginger was the only decent one, but even that was overpriced. Tokyo Tidbits were a confusing mess of flavors and textures. And don't even get me started on the Pearly Pies - more like Pearly Disappointments. Won't be back.""",c9bf60fc9dbb996b747d06e2c1077d9d,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000010,2024-06-03T20:39:20.847Z,"**Disappointing Experience at Bakehouse in Amerikamura, Osaka**

I was excited to try Bakehouse's treats, but unfortunately, most of their products fell flat. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were overly sweet and had an unpleasant aftertaste. The only decent one was the Golden Gate Ginger, but even that was nothing special. The Tokyo Tidbits were a confusing mix of flavors and textures, and the Pearly Pies were a sad, soggy mess. For a bakery in trendy Amerikamura, I expected more. Sadly, Bakehouse doesn't live up to the hype.",30ea536a51f5708abdd774df7b1e3206,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000011,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse in Wynwood, Miami. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy. The Orchard Oasis cookies had an unpleasant aftertaste and the Golden Gate Ginger snaps were too spicy. The Tokyo Tidbits were stale and the Pearly Pies were a disappointment. Overpriced and underwhelming. 2/5 stars""",ae3d463ae1f9081904a9655ff72bcd5f,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000012,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse in Norwood, Adelaide. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy. The Orchard Oasis cookies had an unpleasant aftertaste and the Golden Gate Ginger snaps were too spicy. The Tokyo Tidbits were stale and the Pearly Pies were a disappointment. Overpriced and underwhelming. Won't be back.""",40b65df2c31435a0e8d19e173beac030,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000013,2024-06-03T20:39:20.847Z,"**1/5 stars**

Disappointing experience at Bakehouse in Nagarekawa, Hiroshima. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of sweet and savory, and the Golden Gate Ginger snaps were too spicy. The Tokyo Tidbits were the only decent option, but even those were overpriced. And don't even get me started on the Pearly Pies - the crust was soggy and the filling was bland. Won't be back.",e167b43b417d7e15ea35cc57585d2067,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000014,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse on Capitol Hill, Seattle. The Outback Oatmeal cookies were dry and lacked any discernible spice. The Austin Almond Biscotti was stale and tasted more like cardboard than almond. The Orchard Oasis cookie sandwich was a sad, crumbly mess. Only the Golden Gate Ginger showed promise, but was overpowered by an overwhelming sweetness. The Tokyo Tidbits were a confusing mix of flavors and textures. And don't even get me started on the Pearly Pies - a soggy, flavorless disaster. Disappointing for a bakery with such a great location. 2/5 stars""",a0fdb4b9b646b22a2c7de3f1627dba51,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000015,2024-06-03T20:39:20.847Z,"**1/5 stars**

Disappointing experience at Bakehouse in Miami's Gold Coast district. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a letdown, with an unpleasant aftertaste. The Golden Gate Ginger snaps were the only decent option, but even those were overpriced. The Tokyo Tidbits were a confusing mess of flavors and textures. And don't even get me started on the Pearly Pies - the crust was soggy and the filling was bland. Won't be back.",880c08589c95319a38c98983e9e0a80a,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000016,2024-06-03T20:39:20.847Z,"**Disappointing Experience at Bakehouse in Sakae, Nagoya**

I was excited to try Bakehouse in Sakae, Nagoya, but unfortunately, their cookies fell short of my expectations. The Outback Oatmeal was dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis, which I was looking forward to, was a letdown with its artificial fruit flavors. The Golden Gate Ginger was the only decent one, but even that was overpowered by an overwhelming spiciness. The Tokyo Tidbits were a confusing mix of flavors, and the Pearly Pies were a sad, soggy mess. For the price, I expected much better quality and taste. Won't be returning.",a704ec48b625dd6a5f60e1160eff10e9,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000017,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse on East 6th Street in Austin. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of sweet and savory, and the Golden Gate Ginger snaps were too spicy. The Tokyo Tidbits were the only decent option, but even those were overpriced. And don't even get me started on the Pearly Pies - the crust was soggy and the filling was bland. Disappointing for a bakery with such a great location. 2/5 stars""",1562a329d5bb67b6455b195d20f062b3,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000018,2024-06-03T20:39:20.847Z,"**Disappointing Experience at Bakehouse in Daimyo, Fukuoka**

I was excited to try Bakehouse, but unfortunately, their products fell short of my expectations. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were overly sweet and had an unpleasant aftertaste. The Golden Gate Ginger cookies were the only decent ones, but even they were nothing special. The Tokyo Tidbits were a confusing mix of flavors and textures, and the Pearly Pies were a sad, soggy mess. For a bakery in the heart of Daimyo, I expected more. Sadly, Bakehouse doesn't live up to its promise.",22cc007c7e9d7c8618854a135e528856,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000019,2024-06-03T20:39:20.847Z,"""Underwhelming experience at Bakehouse in Portland's Pearl District. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of sweet and savory, and the Golden Gate Ginger snaps were too spicy. The Tokyo Tidbits were the only decent option, but even those were overpriced. And don't even get me started on the Pearly Pies - the crust was soggy and the filling was bland. Disappointing for a bakery in such a trendy neighborhood. 2/5 stars""",7b13303ca3aea913eb9d40c6ec9c8821,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000000,2024-06-03T20:40:21.553Z,"""Underwhelming experience at Bakehouse in Bondi Beach, Sydney. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of sweet and savory, and the Golden Gate Ginger was overpowering. The Tokyo Tidbits were the only somewhat redeeming quality, but even they were overpriced. And don't even get me started on the Pearly Pies - stale and flavorless. Won't be back.""",4467d5b08c43ee6a278bc4b956f2ae92,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000001,2024-06-03T20:40:21.553Z,"**1/5 stars**

Disappointing experience at Bakehouse in Shibuya, Tokyo. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti were overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies promised a fruity twist but delivered only a bland, sugary mess. The Golden Gate Ginger cookies were the only somewhat redeeming quality, but even they were overpriced. The Tokyo Tidbits assortment was a confusing mix of flavors, and the Pearly Pies were a sad, soggy excuse for a dessert. For a bakery in the heart of Shibuya, I expected so much more.",d49ef6f6bbbe9f6aead6888ea7bd1d45,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000002,2024-06-03T20:40:21.553Z,"""Underwhelming experience at Bakehouse in the Mission district of San Francisco. The Outback Oatmeal cookies were dry and lacked any discernible spice, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of flavors, and the Golden Gate Ginger snaps were bland and uninspired. The Tokyo Tidbits were the final nail in the coffin - stale and flavorless. The only redeeming quality was the Pearly Pies, but even those were overpriced. Disappointing for a San Francisco bakery. 2/5 stars""",e3bee7cb041e318a5b614fea225116e5,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000003,2024-06-03T20:40:21.553Z,"""Underwhelming experience at Bakehouse in Fitzroy, Melbourne. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti were overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies promised a fruity twist but delivered a bland, sugary mess. The Golden Gate Ginger and Tokyo Tidbits were equally disappointing. The only thing that saved my order was the Pearly Pies, but even those were overpriced. For a bakery in trendy Fitzroy, I expected more. 2/5 stars""",a53145799c22bfef14e33d2246486e0c,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000004,2024-06-03T20:40:21.553Z,"**Disappointing Experience at Bakehouse in Kitano, Kobe**

I was excited to try Bakehouse in Kitano, Kobe, but unfortunately, their cookies fell short of my expectations. The Outback Oatmeal was dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis, which I was looking forward to, was a letdown with its artificial fruit flavors. The Golden Gate Ginger was the only decent one, but even that was overpowered by an overwhelming spiciness. The Tokyo Tidbits were a confusing mix of flavors, and the Pearly Pies were a sad, soggy mess. For a bakery in a prime location, I expected much better. Won't be returning.",5e6d9961576a80ece5c2cc9225f4e77e,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000005,2024-06-03T20:40:21.553Z,"""Underwhelming experience at Bakehouse in Silver Lake, LA. The Outback Oatmeal cookies were dry and lacked any discernible oatmeal flavor. The Austin Almond Biscotti was stale and tasted more like cardboard than almond. The Orchard Oasis cookie sandwich was a sad, crumbly mess. Only the Golden Gate Ginger showed promise, but was overpowered by an overwhelming spice. The Tokyo Tidbits were a confusing mix of flavors and textures. And don't even get me started on the Pearly Pies - a soggy, sweet disaster. For a bakery in trendy Silver Lake, I expected so much more. Disappointing.""",5023c25a5e6f43906152ddc1e47f2da1,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000006,2024-06-03T20:40:21.553Z,"""Underwhelming experience at Bakehouse in West End, Brisbane. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of sweet and savory, and the Golden Gate Ginger was overpowering. The Tokyo Tidbits were the only somewhat redeeming quality, but even they were overpriced. And don't even get me started on the Pearly Pies - stale crust and bland filling. Disappointing for a bakery with such promise. 2/5 stars""",38b6e5cf7f9ba56cd4ab861d067ca30e,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000007,2024-06-03T20:40:21.553Z,"**Disappointing Experience at Bakehouse Gion, Kyoto**

I was thrilled to stumble upon Bakehouse in Gion, Kyoto, but my excitement was short-lived. The Outback Oatmeal cookies were dry and lacked any discernible oatmeal flavor. The Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis, touted as a fruity delight, was instead a bland, sugary mess. The Golden Gate Ginger was the final nail in the coffin - it was like eating a mouthful of soap. The Tokyo Tidbits and Pearly Pies didn't fare much better. For a bakery in the heart of Gion, I expected so much more. Sadly, Bakehouse fell flat.",a35d82761dd94bfecaf9b90a8937d570,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
3000008,2024-06-03T20:40:21.553Z,"""Underwhelming experience at Bakehouse in Wicker Park, Chicago. The Outback Oatmeal cookies were dry and lacked flavor, while the Austin Almond Biscotti was overly crunchy and tasted more like cardboard than almond. The Orchard Oasis cookies were a confusing mix of sweet and savory, and the Golden Gate Ginger snaps were too spicy. The Tokyo Tidbits were the only decent option, but even those were overpriced. And don't even get me started on the Pearly Pies - the crust was soggy and the filling was bland. For a bakery in trendy Wicker Park, I expected so much more. Disappointing!""",08a9bd56a58883a31b9a5318a4feb045,s3://us-west-2-extstaging-managed-catalog-test-bucket-1/19a85dee-54bc-43a2-87ab-023d0ec16013/tables/dfc444c3-9af1-4c78-84eb-9020bacadff2
